"Model","Y_feature","Site_Effect","Complexity","BIC","AIC","LogScore","LogScore_Censored","W_statistic","Skewness","Kurtosis","Mean_Z","SD_Z","norm_BIC","norm_AIC","norm_LogScore","norm_W","norm_Skew","norm_Kurt","norm_MeanZ","norm_SDZ","composite_score"
"m3a","B5 Vertex Percentage","random","linear",2040.47247854723,2024.11361113158,-1.70806442395963,-1.65330888865906,0.994270564653682,-0.0878739658014201,0.589058204931549,-0.082847303869526,1.07515144585845,0.85781674369324,0.0633169989484373,0.791409914098229,0.987402232459042,0.975511317283507,0.992750160641429,0.30361063812112,0.548685677155927,0.751515012198556
"m3b","B5 Vertex Percentage","random","smooth_mean",2033.12350557379,2003.33426259831,-1.7155222182927,-1.63256115304527,0.987344336820379,-0.27865513727038,1.13636166254352,-0.108586571815259,1.1000429185745,0.995935878225367,0.870538368487779,0.702708952932271,0.841342683064678,0.783913240837542,0.820595769792694,0.0872541419798869,0.399202483251801,0.742189693737373
"m3c","B5 Vertex Percentage","random","smooth_mean_var",2047.37812335589,2003.536238797,-1.69052659866299,-1.62926785163879,0.993427285260733,-0.168325867446698,0.566009927577044,-0.100832745749096,1.07628531060597,0.728029671703182,0.862692140610862,1,0.969619247100754,0.894714929029003,1,0.152430457129977,0.54187636836784,0.830942019051951
"m3d","B5 Vertex Percentage","random","shash_constant",2051.26200275027,2000.00168436836,-1.70997875510547,-1.6284141076746,0.983440086387899,-0.497168374588207,0.927260602283491,-0.105986755380379,1.1044566789949,0.655034701859498,1,0.768641384283326,0.75901026885374,0.564464352743843,0.88636854201664,0.109107412074705,0.372696096414204,0.685004088519054
"m3e","B5 Vertex Percentage","random","shash_full",2066.58491271482,2003.88288802394,-1.73693415309938,-1.62767880620267,0.971587756417355,-0.696817412918248,1.81777781182919,-0.110767116657004,1.13307823197905,0.367050643343564,0.849225757712916,0.448041270645271,0.509069606138739,0.363960438160498,0.606256210151297,0.0689251420008122,0.200812286911471,0.448654319629229
"m1a","B6 Vertex Percentage","none","linear",1995.48116826807,1982.21142737747,-1.62517238274068,-1.58852556243589,0.979145390266849,0.572361282927947,0.570640274826367,0.0247808537324039,1.03070610413558,0,0,0.537142393741462,0.972733993217765,0.928284111160961,1,0.590847335232945,0.938304588951724,0.609490082821792
"m1b","B6 Vertex Percentage","none","smooth_mean",1869.30323725111,1835.16476050196,-1.54860857509663,-1.48824675932281,0.976507691591894,0.566424813645108,1.19762496879807,0.0319391417180366,1.07959153974762,0.359068997429879,0.340980427594178,0.650896721377796,0.962178297571454,0.929839064595119,0.982639272575913,0.472658000994562,0.84008284675215,0.700276793461856
"m1c","B6 Vertex Percentage","none","smooth_mean_var",1865.70074300669,1815.88209254889,-1.54554669979407,-1.49264402480891,0.980364613373146,0.53241866721212,0.781389169533529,0.0427499390715215,1.09278743716371,0.369320742613585,0.385694207943656,0.65544588862883,0.977613151006796,0.938746374927089,0.994164524028869,0.294162675805218,0.813569345995366,0.696950331644168
"m1d","B6 Vertex Percentage","none","shash_constant",1809.17108132049,1741.24450018372,-1.57284734751212,-1.44851380799916,0.954279075775975,-0.711476754252786,3.16916697601536,0.0348059404227938,1.16717635660223,0.530189198635303,0.558768230633488,0.614884075929532,0.873222532677022,0.89184526686231,0.928048779823019,0.42532475162114,0.664105417196998,0.696723191909848
"m1e","B6 Vertex Percentage","none","shash_full",1806.9354116458,1729.86154453638,-1.98670295275432,-1.43806762184093,0.736074800609363,-4.11634529595276,36.6857568051271,-0.00634582566022119,1.49770483110255,0.536551322837252,0.585163695191684,0,0,0,0,0.895225099705442,0,0.206140950422664
"m2a","B6 Vertex Percentage","fixed","linear",1937.6774976366,1919.98450978247,-1.56182990089804,-1.51663381628945,0.967833833431936,0.753174566816787,0.835558720778296,0.0171417157615292,1.02032849334917,0.164493948300823,0.144295422808697,0.631253196933551,0.927466748566575,0.880923260236131,0.992664610517602,0.716975905743796,0.959155523356812,0.663916267883937
"m2b","B6 Vertex Percentage","fixed","smooth_mean",1695.97658667358,1654.19297075543,-1.37655544487336,-1.30671987682086,0.975072224864933,0.413744045357398,1.5677732381218,0.0335550897248817,1.0600099242951,0.852310772351576,0.7606284180005,0.906523874056346,0.95643376351073,0.969831099198108,0.972390149635574,0.445977345022603,0.879426679137985,0.870128411861614
"m2c","B6 Vertex Percentage","fixed","smooth_mean_var",1696.09170657582,1638.63265760638,-1.34480043318934,-1.30137471555851,0.981331257045667,0.509628260855007,0.653709174510083,0.0487574305660128,1.03974109465209,0.851983171577428,0.796710583912855,0.953703737680605,0.981481521758333,0.944715919944916,0.997699885597378,0.194973956155806,0.920151278089753,0.872381559138334
"m2d","B6 Vertex Percentage","fixed","shash_constant",1656.74628656046,1579.20517953154,-1.31364014068431,-1.27162836821012,0.985958727101351,-0.298565835532478,1.01828741392323,0.0599916130665021,1.04017869487329,0.963949823784439,0.934514502324403,1,1,1,0.987604992532108,0.00948818733646317,0.919272041655131,0.906461440227687
"m2e","B6 Vertex Percentage","fixed","shash_full",1644.07814567323,1553.68583769627,-1.53082313150506,-1.28581196226828,0.873685653297006,-1.78393483545075,12.0192373547019,0.037282968528413,1.24822338487757,1,0.993690247520179,0.677321362990176,0.55069909705479,0.610933786166173,0.682997088760047,0.384426941518992,0.501263862905062,0.690793014585437
"m3a","B6 Vertex Percentage","random","linear",1937.59713979681,1919.96973618043,-1.56200650589176,-1.51702251457963,0.968073272684561,0.75081517361697,0.831717488284191,0.0172746023736521,1.02048799310054,0.164722625445371,0.144329680702791,0.630990806870465,0.928424950464498,0.881541261674998,0.992770971312282,0.714781836401025,0.958835052785905,0.663977003341825
"m3b","B6 Vertex Percentage","random","smooth_mean",1695.95046579945,1654.1942779495,-1.37674639286259,-1.30681005318896,0.974994890848689,0.415034750539751,1.57102041273669,0.0335720486237189,1.06017954389185,0.852385105446216,0.760625386802295,0.906240173953163,0.956124283756147,0.96949302173823,0.97230023784996,0.445697339388993,0.879085875540858,0.869931263117582
"m3c","B6 Vertex Percentage","random","smooth_mean_var",1695.36620364105,1638.68333738853,-1.34579704670729,-1.30188234144128,0.981273976589326,0.511049114849914,0.6612533615502,0.0492052795229205,1.04060164709937,0.854047760918219,0.796593064664336,0.952223023696584,0.981252293503661,0.94434375229887,0.997490992818816,0.187579594520383,0.918422236309371,0.871595145868216
"m3d","B6 Vertex Percentage","random","shash_constant",1656.47658317856,1579.18450131719,-1.31455564792119,-1.27234718709993,0.985707559971539,-0.299038156509878,1.04046392444944,0.060566277251335,1.04097259000908,0.964717328229632,0.934562452179505,0.998639789302785,0.998994864802482,0.999876283849736,0.986990941889142,0,0.917676929278917,0.905203267543255
"m3e","B6 Vertex Percentage","random","shash_full",1651.77230392475,1550.96477808146,-1.47786269114777,-1.276700020857,0.898034778264238,-1.37382714834401,8.74378064560576,0.0436289511184914,1.20529748267838,0.978104461951692,1,0.756007095447172,0.648140838542763,0.718354262219965,0.773691983966822,0.279649450180962,0.587511573428782,0.74178695748015
"m1a","Band_parcels B4","none","linear",10574.9235692284,10561.6538283378,-8.59361768805512,-8.34657807072047,0.993795114226753,-0.128462835158058,0.557386017786866,0.00841127405330211,1.02733754688094,0,0,0,0.551637268953944,0.728229744649851,0.51709998790103,0.930945759864278,0.74628962864048,0.360653081183734
"m1b","Band_parcels B4","none","smooth_mean",10344.2580293512,10302.243798678,-8.40347292628329,-8.15759050070189,0.994273685013392,-0.0486922332544092,0.594669164567295,0.0778501043097014,1.0543157451437,0.614166492263989,0.584107497010519,0.592895203261675,0.603093144180533,0.943578342410628,0.482583133329071,0.360872114791855,0.495914248228147,0.596608517829562
"m1c","Band_parcels B4","none","smooth_mean_var",10316.0236209224,10248.1042903696,-8.35226006948786,-8.1438306173295,0.997965159026327,0.0277922151762534,0.104870695271215,0.10202976474837,1.06553407620743,0.689342990648187,0.706012161717696,0.752583310661503,1,1,0.936040096976141,0.162363771376683,0.391800775552374,0.759685677618592
"m1d","Band_parcels B4","none","shash_constant",10304.6127799779,10229.3552322919,-8.3723378103691,-8.16639782426849,0.988880323259022,0.340366865324746,-0.185310184497457,0.102923024221523,1.09441086381339,0.719725318933515,0.748228977310605,0.689978397699982,0.0231995166694322,0.156173941292968,0.861568964809732,0.155030357464386,0.123805240360955,0.448104238892141
"m1e","Band_parcels B4","none","shash_full",10315.1943357812,10231.2113322712,-8.37089620689597,-8.16158902483496,0.990418523705669,0.31933025386014,-0.101700273182364,0.10125393931215,1.09736895122517,0.691551032415208,0.744049640395424,0.694473498044899,0.188586649494838,0.212964346184397,0.938975283719284,0.168733084234237,0.0963522483633419,0.489825011344958
"m2a","Band_parcels B4","fixed","linear",10543.3174822551,10525.624494401,-8.57480635396915,-8.32184408157716,0.994858662892149,-0.147328420736505,0.708527861395295,0.0154488088231203,1.03897082611216,0.0841538774318222,0.0811264086141334,0.0586560978203936,0.665989897555435,0.677300237998244,0.377172393637218,0.873169540366623,0.638325164720735,0.38447428759645
"m2b","Band_parcels B4","fixed","smooth_mean",10245.3872019775,10198.5162321346,-8.31094643511672,-8.06967461745811,0.989317276735155,0.203649162978382,1.11592806885585,0.0874897464531201,1.04729833235054,0.877418425204036,0.817668432738783,0.881404401601435,0.0701807035187834,0.525256846357749,0,0.281733311422021,0.561040443109111,0.519430344304137
"m2c","Band_parcels B4","fixed","smooth_mean_var",10199.7756771794,10122.9658565604,-8.27355736005889,-8.02100264724266,0.993000216932932,0.172849804985756,0.569978920267713,0.12038678445873,1.08344957994195,0.998862964371003,0.987783446536467,0.997988224629773,0.466170004526618,0.608402747195447,0.505441439170417,0.0116577024479494,0.225533146442321,0.670613167443932
"m2d","Band_parcels B4","fixed","shash_constant",10203.7123389512,10118.9600545301,-8.27389849339232,-8.03624483482855,0.993792842372532,0.201648053704509,-0.0482618052315211,0.115093109877319,1.08183819418596,0.98838126973677,0.996803217285099,0.996924528132553,0.551392999452773,0.530659037964818,0.98844878545106,0.0551173107580173,0.2404878634964,0.73168218811676
"m2e","Band_parcels B4","fixed","shash_full",10226.7686965287,10119.7148533122,-8.3073899420527,-8.02445681624753,0.988664553710973,0.398217668293263,0.410689102436743,0.121806771557695,1.10775100258792,0.926991769314382,0.995103654519916,0.892493992807849,0,0,0.652912453600769,0,0,0.482349174770796
"m3a","Band_parcels B4","random","linear",10543.1778516723,10525.5990011934,-8.57452172841489,-8.32170032903477,0.994866495910513,-0.147435398684435,0.707490787692542,0.0152737073170653,1.03867789839429,0.0845256556579991,0.0811838110735276,0.0595435959785065,0.666832102777402,0.677011440489785,0.378132519733579,0.874607075438078,0.641043726133974,0.385260575347475
"m3b","Band_parcels B4","random","smooth_mean",10245.3377118384,10198.5019322406,-8.31105810154116,-8.06994337053161,0.989361867071322,0.201905914562499,1.11173517915385,0.0874698017787381,1.04740578999894,0.87755019688159,0.817700631475614,0.881056211691795,0.0749750512687739,0.529962917177705,0.00388179047579829,0.281897051697926,0.56004316562849,0.521138832336745
"m3c","Band_parcels B4","random","smooth_mean_var",10199.3486350979,10122.830056359,-8.27291217260181,-7.99325661643941,0.992907483877823,0.183085816711966,0.577476677344393,0.119889144854489,1.08298541612839,1,0.988089224674128,1,0.456199357244558,0.580769625226973,0.498499992082922,0.0157431863490277,0.229840891172397,0.666394561461421
"m3d","Band_parcels B4","random","shash_constant",10203.280874913,10118.8110407761,-8.27321144369013,-8.03506636843088,0.99366812051223,0.211134103654324,-0.0357848390403368,0.114669663580219,1.08155634633102,0.989530079199372,0.997138748069963,0.999066835230767,0.537982919563016,0.50505051168782,1,0.0585936880700888,0.243103596512013,0.728685685158099
"m3e","Band_parcels B4","random","shash_full",10218.3651551921,10117.5403201437,-8.29526555897047,-8.02049445086473,0.991199564193046,0.33046641791219,0.182709816752165,0.119830402953304,1.09855202707635,0.949366908262515,1,0.930299339139649,0.272564031707489,0.182901174341471,0.863976393448373,0.0162254411566539,0.0853725282422276,0.595285314892705
"m1a","Band Parcels B5","none","linear",10508.1305473807,10494.8608064901,-8.59726924652804,-8.26595908907831,0.988030453375217,0.296972429032711,0.185674769581442,-0.00376240076130136,1.0824318010917,0,0,0.640197432856581,0.962979412465516,0.753078851566973,1,0.954111219185023,0.782093135580159,0.626158580828505
"m1b","Band Parcels B5","none","smooth_mean",10374.2974587849,10338.2986511217,-8.50774632129451,-8.11404307257384,0.984847889420715,0.247666828420002,1.13998834952682,-0.0302855841734724,1.1237902995096,0.681926219235665,0.592127061927448,0.845113586229303,0.937606477965774,0.802999541836258,0.910208425064329,0.630616560499178,0.672762748666339,0.787119896794583
"m1c","Band Parcels B5","none","smooth_mean_var",10311.8731153878,10259.9182379106,-8.442018619431,-8.05808450096494,0.992666352537563,0.0612451481007877,0.742987214559319,-0.0608871230651063,1.12491243929747,1,0.888566285557936,0.995562957725675,0.999939036050516,0.99174684127178,0.947562349297516,0.257379523859449,0.669796393941856,0.901426140203059
"m1d","Band Parcels B5","none","shash_constant",10323.244995959,10263.0791777724,-8.45079611719049,-8.05381245395293,0.989786732402987,-0.101967816925334,1.02902972116547,-0.0652566086982359,1.13717395567204,0.942056306068269,0.876611429488796,0.975471444044459,0.976981315764842,0.950516155263163,0.920648546846771,0.20408632592178,0.637383313664233,0.869686834000925
"m1e","Band Parcels B5","none","shash_full",10342.5209379659,10258.1904798625,-8.46051011643194,-8.02676174822642,0.985277926595222,-0.306357032966518,1.26433608788211,-0.0695980862746075,1.15839771175635,0.8438386650285,0.895100765709353,0.953236297536089,0.941034941687858,0.743577174263426,0.898508518973452,0.151134733161006,0.58127872686285,0.814079702995477
"m2a","Band Parcels B5","fixed","linear",10489.5187182315,10471.8257303774,-8.58236879906092,-8.29821667468803,0.988897959235415,0.29432489624961,0.358443492088514,0.00162725591290727,1.0874523677683,0.0948337546264224,0.0871199806097709,0.674304253768987,0.969895587500365,0.75575941244445,0.983744152844999,0.980152887835519,0.768821365127256,0.656900455009964
"m2b","Band Parcels B5","fixed","smooth_mean",10370.9726351746,10330.9755291785,-8.504620778158,-8.10697126713723,0.983194508732248,0.317773932405126,1.24527766394475,-0.0296255506014912,1.12762998121871,0.698867354032446,0.619823529634864,0.852267890839698,0.924424929845663,0.73201784847431,0.900301730279556,0.638666775730555,0.662612624678723,0.782978933111508
"m2c","Band Parcels B5","fixed","smooth_mean_var",10324.0506577642,10263.8717724548,-8.44008018267409,-8.03044351126003,0.992274514506197,0.0530936793239771,0.759408046396954,-0.0612282906318476,1.12332258827824,0.937951178446071,0.873613790886317,1,0.996815114317443,1,0.946017309613035,0.253218413790474,0.673999134218154,0.891560125780981
"m2d","Band Parcels B5","fixed","shash_constant",10335.2959972342,10266.9929404585,-8.44903768501251,-8.05144318381764,0.989190989557592,-0.113970717000042,1.05385766932862,-0.0653521558073155,1.13570731343911,0.88065225551681,0.861809354268463,0.979496459502086,0.972231766530016,0.938363518452808,0.918312479735458,0.202920968846808,0.641260353908055,0.857605617986229
"m2e","Band Parcels B5","fixed","shash_full",10320.8308785507,10230.4544561726,-8.87695606463881,-7.97028671483779,0.867242549750106,1.04077234215379,10.8137719003989,-0.0819895559324473,1.37828914344284,0.954357075439569,1,0,0,0,0,0,0,0.243153561315935
"m3a","Band Parcels B5","random","linear",10489.301465553,10471.7866134259,-8.58228233765614,-8.27232899628287,0.988845699407766,0.294826452521708,0.350254660644043,0.00140707089555571,1.0873418144137,0.0959407327229088,0.0872679231665656,0.674502162164365,0.969478946954296,0.755251599234573,0.984514641799294,0.982838413020373,0.769113610771916,0.657287149936633
"m3b","Band Parcels B5","random","smooth_mean",10370.5247543229,10330.8123285476,-8.50438493333407,-8.10689723901216,0.983271085139113,0.310912476697661,1.23588116696244,-0.0297270653682487,1.12744236772088,0.701149463031626,0.620440763792369,0.852807734840396,0.925035433886868,0.738964901160258,0.901185848750309,0.637428633071981,0.663108577314665,0.784340495349488
"m3c","Band Parcels B5","random","smooth_mean_var",10311.8987816382,10259.9204300311,-8.44197873300637,-8.0580825292225,0.99267399933412,0.0613745587653683,0.742190328299954,-0.0608776372235422,1.12487079524521,0.999869221511252,0.888557994832159,0.995654256939648,1,0.991615816203151,0.947637328501183,0.257495219589915,0.669906479184807,0.901447475976371
"m3d","Band Parcels B5","random","shash_constant",10323.2239968971,10263.087643486,-8.45077349783131,-8.05383423959914,0.989794495125149,-0.101675127385375,1.02813038844093,-0.0652406273280517,1.13712211983993,0.942163303605757,0.876579411673716,0.975523219297127,0.977043203929155,0.950812496118721,0.920733165260911,0.204281245506383,0.637520340679181,0.869785406455372
"m3e","Band Parcels B5","random","shash_full",10344.3436608947,10257.5513618744,-8.46259537699565,-8.02331563802511,0.984270281932683,-0.27021098128696,1.33562089327577,-0.0679233901463947,1.16162590789097,0.834551256595911,0.89751794664078,0.948463178557008,0.933001512544847,0.780174149615709,0.89180131593266,0.171560458232534,0.572745053109381,0.814247881279316
"m1a","Band Parcels B6","none","linear",10540.3339754966,10527.064234606,-8.59837876198649,-8.20358830907576,0.959412371836492,0.790878668623958,1.13146265526745,0.0525080257404964,1.05766388243217,0,0,1,0.859561897097432,0.774126160872437,0.975252660854035,0.913709096132417,0.897989945268114,0.682727689697173
"m1b","Band Parcels B6","none","smooth_mean",10192.8253970365,10154.4109757407,-8.40616835606648,-7.99035546464465,0.967349542222582,0.744640297403123,1.19140238443137,0.0685544809817606,1.16474071398396,0.711962908082922,0.681497905051109,1,0.890691626480194,0.787902007476177,0.973266474855394,0.887338591678818,0.708566115543065,0.848892253288386
"m1c","Band Parcels B6","none","smooth_mean_var",10186.3557511117,10142.9408229644,-8.37895166675428,-7.94542711051539,0.972750558381508,0.699326364726169,1.14265179908627,0.0528560161086467,1.15514546747711,0.725217682820621,0.702474201116478,1,0.911874511972226,0.801402435131567,0.97488189306613,0.913137213968092,0.725540547025043,0.861934239823441
"m1d","Band Parcels B6","none","shash_constant",10155.4112827564,10095.1995578995,-8.32759983112186,-7.87475604383037,0.992608123169779,-0.0327373562911399,0.775332445162458,0.0323063942917703,1.14505934498372,0.788615581591683,0.789782097538153,1,0.989756249164466,1,0.987053528940528,0.946908154994878,0.743383360657901,0.920699013393472
"m1e","Band Parcels B6","none","shash_full",10176.5409601067,10109.2278878864,-1.26594119155391e+26,-7.613292003738,0.927206567190644,1.20796246570219,3.42906945849491,0.60850012442878,1.43575298043399,0.745325868860408,0.764127478210333,0,0.733250134288828,0.649863946227938,0.899118275086752,0,0.229132977025178,0.506944850416217
"m2a","Band Parcels B6","fixed","linear",10539.9307093429,10522.2377214887,-8.58979453389606,-8.21526476084562,0.951552122044657,0.907615843244572,1.42040906674914,0.0499661581007731,1.0548955357643,0.000826196995902917,0.00882659281757991,1,0.828733851711192,0.739346531571762,0.965678021047556,0.917886363379666,0.902887277587665,0.673813837507863
"m2b","Band Parcels B6","fixed","smooth_mean",10100.2908610589,10055.7341760483,-8.32473524171412,-7.80642824287664,0.969488132044668,0.627372932297073,1.25098409020704,0.0718079801754276,1.1653338034881,0.901544292302673,0.861955289141317,1,0.899079215404697,0.822839596986204,0.971292152457921,0.881991839783375,0.707516912988085,0.899869347242744
"m2c","Band Parcels B6","fixed","smooth_mean_var",10070.662003029,10009.3511529699,-8.22570619618329,-7.87248181460376,0.976472203980943,0.654124448849494,1.02998695866523,0.0487165638907108,1.11467709312555,0.96224681659611,0.946779270431859,1,0.926470875000035,0.814869489503752,0.978615198700051,0.919939927807833,0.797130958707262,0.932437909841622
"m2d","Band Parcels B6","fixed","shash_constant",10052.5840419096,9980.24926114344,-8.18260508274225,-7.86448743408813,0.995219979982749,0.0564949668819271,0.384629877797516,0.0376643989171255,1.09127702031692,0.999284284355235,1,1,1,0.992921870071785,1,0.93810289036098,0.838526761543566,0.982432053553305
"m2e","Band Parcels B6","fixed","shash_full",10078.3423427307,9983.42647695078,-8.77996718472198,-7.69834320658953,0.740249231972145,-3.38921863478331,30.5629360409348,-0.0169293803019046,1.56527645812684,0.946511616580858,0.994189596186032,1,0,0,0,0.972178509712226,0,0.514309090334149
"m3a","Band Parcels B6","random","linear",10539.1120877847,10522.0921737512,-8.5904393112942,-8.21671083912056,0.952761725441551,0.890751277350545,1.37654365083418,0.0503906597141681,1.05536608613685,0.00250335900360232,0.00909276646789081,1,0.833477938655801,0.744371009438536,0.967131562398678,0.91718874377968,0.902054852380873,0.675573895124252
"m3b","Band Parcels B6","random","smooth_mean",10100.2389484692,10055.7337503553,-8.32499431832849,-7.80647147590654,0.969404306155965,0.629608258145994,1.25342168962561,0.0718299427762861,1.16553961572818,0.901650648924092,0.861956067636726,1,0.898750448715353,0.822173624003353,0.971211379222823,0.881955746773733,0.70715282168883,0.899714936802667
"m3c","Band Parcels B6","random","smooth_mean_var",10070.007570651,10009.2976593326,-8.22746183822774,-7.87252425689527,0.976111079113933,0.657923749114401,1.03892491153844,0.0495594479286105,1.11634176945296,0.963587593796611,0.946877098106392,1,0.925054536577577,0.813737559977062,0.978319027244142,0.918554744791328,0.794186069877239,0.931897976017909
"m3d","Band Parcels B6","random","shash_constant",10052.2347016231,9980.25102305241,-8.18373121124691,-7.86461283444619,0.995146197865277,0.0604076459164511,0.402589525949951,0.0386382072081955,1.09254900056314,1,0.999996777869924,1,0.9997106251676,0.991756161488932,0.999404882167496,0.936502548385727,0.836276570105509,0.982016341072998
"m3e","Band Parcels B6","random","shash_full",10091.1158846146,10002.53736021,-9403037211116838,-7.72368088883766,0.887615369103692,-0.42080127230908,9.31262605770439,0.0541246758065172,1.21070532025789,0.920341649593358,0.959240144933512,0.999999999925723,0.577972721503793,0.88438370906324,0.704158472922765,0.911052317602522,0.627252617319145,0.823796894535984
"m1a","Hemispheric Volume","none","linear",4010.4155201165,3997.14577922589,-3.17989855099645,-3.12692270842866,0.991550596119377,0.192193301504985,0.953462286420734,0.0170069869810855,0.941814666345971,0.0333007987923849,0,0.00089195000940127,0.417259123002854,0.113173799685904,0.302579239081999,0.607314190876879,0.0347152389816289,0.178352845537487
"m1b","Hemispheric Volume","none","smooth_mean",4014.50211431419,3996.8669930108,-3.17603242413545,-3.12287857932158,0.990422793505035,0.203998588059344,1.01353034074654,0.0119075618984924,0.93972210480911,0.00865758721343579,0.00137139113707996,0.0226332219729417,0.267650755734551,0.0417893099789483,0.258382290040357,0.725058260819891,0,0.143889102300644
"m1c","Hemispheric Volume","none","smooth_mean_var",3887.66237900482,3844.15468554576,-3.05431746624356,-2.98118597373045,0.98840514417459,-0.0897432982941474,1.36469759938123,-0.0433094005079089,0.980798061841305,0.773533736552943,0.752586098457571,0.707100673946812,0,0.732670934804696,0,0,0.681443121099599,0.457084132681
"m1d","Hemispheric Volume","none","shash_constant",3880.6031967507,3830.70886684727,-3.04861230854832,-2.99381984374476,0.993580713945597,-0.195461462620779,0.387473557689097,-0.0346375706302695,0.987973415740926,0.816102416839505,0.818728093991127,0.739183786970899,0.686563883854461,0.093411804713837,0.719023142295777,0.200229737099589,0.800481018439873,0.645734507456531
"m1e","Hemispheric Volume","none","shash_full",3892.80110722712,3826.37486644802,-3.04224668686303,-2.98888850833636,0.994057210320383,-0.210909540021537,0.336113026259219,-0.0348437068609603,0.9834695689697,0.742545886841726,0.840047690921392,0.774981037618068,0.749773388544856,0,0.7568132591197,0.195470118442362,0.725762968697719,0.645111344798459
"m2a","Hemispheric Volume","fixed","linear",4013.32927537265,3995.63628751852,-3.18005716139863,-3.1205675024571,0.991602816666415,0.0853848334320315,0.955812622329667,0.0150233089384961,0.945053145617379,0.0157301069661306,0.00742541573750777,0,0.424186426310114,0.75902580460436,0.300849905952039,0.653116673001452,0.0884410577274897,0.249543743741004
"m2b","Hemispheric Volume","fixed","smooth_mean",4015.93780566307,3995.42701745298,-3.17727416764359,-3.11737141297732,0.990791211871961,0.0951573607312746,1.00340848953167,0.0118427581724243,0.943421969224784,0,0.0084548465256632,0.0156502428080117,0.316523199942903,0.699933052286019,0.265829758538741,0.726554557820267,0.0613801195937098,0.222951555091274
"m2c","Hemispheric Volume","fixed","smooth_mean_var",3853.1702266477,3800.67208793571,-3.01027146085683,-2.96472574534658,0.994684859987465,0.140118295856967,0.370161972539349,-0.0332381851777283,0.970569440342513,0.98153026550339,0.966483507116961,0.954794610656394,0.833034094553593,0.428062192064492,0.731760682329011,0.232541092974525,0.511752035065508,0.773247903621555
"m2d","Hemispheric Volume","fixed","shash_constant",3855.08149002492,3795.61202091771,-3.01069663943522,-2.96819930950861,0.995819283398563,-0.045533467392577,-0.00559803191537208,-0.0286725122164285,0.977278150383601,0.970004856933456,0.991374734464955,0.952403607091769,0.983520741921824,1,1,0.337960999686605,0.623048390385181,0.903898776044616
"m2e","Hemispheric Volume","fixed","shash_full",3882.58002563393,3797.63098050169,-3.00223284332348,-2.97036181700228,0.995918050140016,-0.0769454488489384,-0.137169793468455,-0.0316484972869261,0.969178382769379,0.8041816314451,0.981443169955547,1,0.996622618740721,0.810057277591554,0.903191962750449,0.26924647037895,0.488674627191043,0.846265091812414
"m3a","Hemispheric Volume","random","linear",4011.75477205566,3995.35187243654,-3.17932561030183,-3.12007520336091,0.991642837062936,0.117030584206557,0.955303153901157,0.0156118408662767,0.944007765626395,0.025224765964605,0.00882449611360681,0.00411389794554899,0.429495321771822,0.567669520279441,0.301224763277216,0.639527661819615,0.0710983819808704,0.231574390090228
"m3b","Hemispheric Volume","random","smooth_mean",4014.21043363613,3995.18269712431,-3.17690820542062,-3.11730033909213,0.990989747148373,0.123730763190475,0.996572764042127,0.0127966984588885,0.942651005892928,0.0104164965436111,0.00965669480653275,0.017708241550403,0.342859846242105,0.527154717397703,0.270859357291604,0.704528386243729,0.0485899694165284,0.210927045664146
"m3c","Hemispheric Volume","random","smooth_mean_var",3850.84447871487,3800.17399616873,-3.00903573612609,-2.957644321626,0.995069695903789,0.141094359009042,0.325749936845377,-0.0287268581518011,0.969302914608214,0.995555122294976,0.968933695102228,0.961743743059167,0.884084404577094,0.422160110000514,0.764438226165466,0.336706169678911,0.490740589156716,0.796110607910991
"m3d","Hemispheric Volume","random","shash_constant",3850.10738276532,3794.6413356909,-3.00950763760442,-2.9679453511527,0.995943510075736,-0.0674585022833433,-0.026948555967983,-0.0228313446150045,0.975373935330155,1,0.996149680444521,0.959089991966855,1,0.867423173484367,0.98429068438862,0.472831663628427,0.591457787438356,0.90642606105513
"m3e","Hemispheric Volume","random","shash_full",3864.79635198488,3793.85861514767,-3.00421587736321,-2.96457328634137,0.995868131507625,-0.109781192332893,-0.0694752122465668,-0.0242559383120017,0.967603643498627,0.911421746607897,1,0.988848352907004,0.990000675332111,0.611505316827403,0.953000367404797,0.439938257571304,0.462549971282528,0.856620253226265
"m1a","Gyrification Index","none","linear",-2016.55061380736,-2029.82035469796,1.33608315638838,1.32596202461856,0.959529457848978,0.774763692284986,0.724934751888222,0.165861728511778,1.44887710241938,0,0,0.999999999999927,0.995923093703104,0.878489631994458,0.998463787114001,0.755858866765125,0.884301925985478,0.709892020107747
"m1b","Gyrification Index","none","smooth_mean",-2306.40357718058,-2342.04835476332,1.6578003606201,1.59885255502633,0.936156246375437,-0.137400753128598,3.26043753525954,0.101142385576788,1.47252209670889,0.431117988335769,0.418960223574042,0.999999999999994,0.937506280789562,1,0.943718609997904,0.851122878952498,0.878207428661741,0.818136610836539
"m1c","Gyrification Index","none","smooth_mean_var",-2654.29755986124,-2712.45559293414,-162.224228507031,0.565832967899279,0.561413371403117,-4.37838482731381,24.6641377026099,-0.679368225722991,4.64754636032706,0.948564324650379,0.91598771401374,0.999999999966108,0.000909080925848678,0.191475525323189,0.481581725634704,0,0.0598449185892223,0.505859330267303
